,issn,journal_name,pub_name,is_hybrid,category,url
7057,2460-9331,Jurnal Ekonomi Pembangunan: Kajian Masalah Ekonomi Dan Pembangunan,Muhammadiyah University Press,0.0,Social Sciences,http://journals.ums.ac.id/index.php/JEP
7059,1573-1464,Biological Invasions,Springer,1.0,Other,No Url
7060,2314-6451,Journal of Photonics,Hindawi Publishing Corporation,0.0,Technology,https://www.hindawi.com/journals/jpho/
7062,1792-3999,"Review of Science, Mathematics and ICT Education",Metaichmio Publications,0.0,Education | Science,http://resmicte.lis.upatras.gr
7063,1777-5949,Cahiers Agricultures,UniversitÔŅĹ des RÔŅĹseaux d'Expression FranÔŅĹaise,0.0,Agriculture,No Url
7064,1349-0486,Journal of Poultry Science,J-Stage,0.0,Other,No Url
7070,2415-5217,Academic Journal of Life Sciences,Academic Research Publishing Group,0.0,Other,No Url
7073,2172-8690,Gran Tour,Universidad de Murcia,0.0,Geography. Anthropology. Recreation,http://www.eutm.es/revista/
7074,2277-1174,Abhinav - National Monthly Refereed Journal of Research in Science & Technology,Abhinav,0.0,Other,No Url
7076,1426-3912,Central European Journal of Immunology,Other,0.0,Other,No Url
7077,2049-9647,Journal of Open Research Software,Ubiquity Press,0.0,Science,http://openresearchsoftware.metajnl.com/
7078,1777-5302,ÔŅĹtudes Photographiques,SociÔŅĹtÔŅĹ FranÔŅĹaise de Photographie,0.0,Fine Arts,http://etudesphotographiques.revues.org/
7079,0003-0090,Bulletin of the American Museum of Natural History,AMER MUSEUM NATURAL HISTORY,10.0,ECOLOGY AND EVOLUTION,No Url
7080,2035-5114,Musculoskeletal Surgery,Springer,1.0,Other,No Url
7081,1537-1506,Chinese Business Review,David Publishing,0.0,Other,No Url
7082,2081-5980,Landform Analysis,Bogucki Wydawnictwo Naukowe,0.0,Geography. Anthropology. Recreation,http://www.sgp.org.pl/la/laintr.htm
7084,1617-4917,Personal and Ubiquitous Computing,Springer,1.0,Other,No Url
7085,2145-308X,Panorama,InstituciÔŅĹn Universitaria PolitÔŅĹcnico Grancolombiano,0.0,General Works,http://journal.poligran.edu.co/index.php/panorama
7089,2070-1845,Journal of Geography and Regional Planning,Academic Journals,0.0,Other,No Url
7091,1021-7770,Journal of Biomedical Science,Other,0.0,Other,No Url
7093,1563-1578,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
7095,2381-5639,Energy and Policy Research,Taylor & Francis Group,0.0,Technology,http://www.tandfonline.com/uetp
7098,1674-8018,Protein & Cell,Springer,0.0,Science,http://www.springer.com/13238
7100,2345-1017,Studia Universitatis Moldaviae: Stiinte Sociale,Moldova State University,0.0,Social Sciences,http://studiamsu.eu/stiinte-sociale/
7101,2235-042X,Journal of Comorbidity,Swiss Medical Press GmbH,0.0,Medicine,http://www.jcomorbidity.com/index.php/test/index
7102,1812-951X,Zeitschrift FÔŅĹr GefÔŅĹÔŅĹmedizin,Krause & Pachernegg GmbH,0.0,Medicine,http://www.kup.at/journals/gefaessmedizin/index.html
7103,2089-2063,Jurnal Manajemen Hutan Tropika,Bogor Agricultural University,0.0,Agriculture,http://journal.ipb.ac.id/index.php/jmht
7105,2354-4163,Direct Research Journal of Chemistry and Material Science (DRJCM),Direct Research Journals,0.0,Other,No Url
7108,2175-5787,AdministraÔŅĹÔŅĹo PÔŅĹblica E GestÔŅĹo Social,Universidade Federal de ViÔŅĹosa,0.0,Political science,http://www.apgs.ufv.br
7109,1975-5937,Journal of Educational Evaluation for Health Professions,National Health Personnel Licensing Examination Board of the Republic of Korea,0.0,Education,http://jeehp.org/
7110,0018-2079,Hiroshima Mathematical Journal,Self Owned - Non-Profit Society,0.0,Other,http://www.math.sci.hiroshima-u.ac.jp/hmj/submission.html
7113,2502-3837,Informasi,Universitas Negeri Yogyakarta,0.0,Language and Literature,http://journal.uny.ac.id/index.php/informasi
7114,1916-968X,International Journal of Biology,Canadian Center of Science and Education,0.0,Other,No Url
7115,2173-0040,Re-Visiones,Universidad Complutense de Madrid,0.0,Fine Arts,http://www.re-visiones.net/ojs/index.php
7118,1549-4497,Aestimatio : Critical Reviews in the History of Science,Institute for Research in Classical Philosophy and Science,0.0,History (General) and history of Europe,http://www.ircps.org/aestimatio
7119,1963-1723,Discours ,UniversitÔŅĹ Paris Sorbonne-Paris IV,0.0,Language and Literature,http://discours.revues.org/
7120,1835-3800,Journal of Human Security,Librelloph,0.0,Social Sciences,http://www.librelloph.com/journalofhumansecurity
7121,1439-099X,Strahlentherapie Und Onkologie,Springer,1.0,Other,No Url
7123,2338-1647,Journal of Indonesian Tourism and Development Studies,University of Brawijaya,0.0,Geography. Anthropology. Recreation,http://jitode.ub.ac.id/
7127,1867-1873,Experiment,Other,0.0,Other,No Url
7128,2090-8342,Journal of Drug and Alcohol Research (JDAR),Ashdin Publishing,0.0,Other,No Url
7129,1988-429X,Revista Internacional De SociologÔŅĹA,Consejo Superior de Investigaciones CientÔŅĹficas,0.0,Social Sciences,http://revintsociologia.revistas.csic.es
7131,2179-8435,Revista EducaÔŅĹÔŅĹo Por Escrito,Editora da PontifÔŅĹcia Universidade CatÔŅĹlica do Rio Grande do Sul (EDIPUCRS),0.0,Education,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito
7132,2423-4214,Applied Food Biotechnology,Shahid Behehsti University of Medical Sciences,0.0,Technology,http://journals.sbmu.ac.ir/afb/index
7136,1918-5901,Global Media Journal: Canadian Edition,University of Ottawa,0.0,Language and Literature,http://www.gmj.uottawa.ca/
7137,0256-4947,Annals of Saudi Medicine,K FAISAL SPEC HOSP RES CENTRE,0.0,MEDICINE,No Url
7138,2455-5746,International Journal of Multidisciplinary Education and Research,Other,0.0,Other,No Url
7139,2314-4319,Physiology Journal,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/phj/
7141,2353-074X,Acta Mycologica,Polish Botanical Society,0.0,Science,https://pbsociety.org.pl/journals/index.php/am/index
7142,1520-6505,Evolutionary Applications,Wiley,0.0,Other,No Url
7143,2156-8650,Medical Science Educator,Springer,1.0,Other,No Url
7144,1925-6329,Asian Highlands Perspectives ,Asian Highlands Perspectives ,0.0,Geography. Anthropology. Recreation,http://tibetanplateau.wikischolars.columbia.edu/Asian+Highlands+Perspectives
7149,1727-3781,Potchefstroom Electronic Law Journal,North-West  University,0.0,Law,http://www.nwu.ac.za/p-per/index.html
7150,1757-1146,Journal of Foot and Ankle Research,Biomed Central,0.0,Other,No Url
7151,2165-4069,International Journal of Advanced Research in Artificial Intelligence,The Science and Information (SAI) Organization,0.0,Science,http://www.ijarai.thesai.org
7153,No Url,No Url,No Url,No Url,No Url,No Url
7154,1024-123X,Mathematical Problems in Engineering,Other,0.0,Other,No Url
7156,1687-9279,International Journal of Rheumatology,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/ijr/
7157,2448-4903,Estudios PolÔŅĹticos,Universidad Nacional AutÔŅĹnoma de MÔŅĹxico,0.0,Political science,http://www.revistas.unam.mx/index.php/rep
7158,2183-9417,Nascer E Crescer ,Centro Hospitalar do Porto,0.0,Medicine,http://revistas.rcaap.pt/nascercrescer
7159,2394-8566,Climate Change,Discovery Publication,0.0,Other,No Url
7162,2458-9675,Spiritual Psychology and Counseling,EDAM (Educational Consultancy and Research Center),0.0,Philosophy. Psychology. Religion,http://spiritualpc.net/
7163,2050-5094,"Forum of Mathematics, Sigma",Cambridge University Press,0.0,Science,https://www.cambridge.org/core/journals/forum-of-mathematics-sigma
7165,1698-0808,Journal of Investigational Allergology and Clinical Immunology,"Esmon Publicidad, S.A",0.0,Other,No Url
7166,5538-5544,International Journal of Informative and Futuristic Research,Other,0.0,Other,No Url
7167,2008-6687,Middle East Journal of Cancer ,Shiraz University of Medical Sciences,0.0,Medicine,http://mejc.sums.ac.ir
7168,1759-9008,Journal of Logic and Analysis,Journal of Logic and Analysis,0.0,Science,http://www.logicandanalysis.org/
7169,2374-5746,Frontiers in Clinical Medicine,American V-King Scientific Publishing,0.0,Other,No Url
7177,2328-2134,International Relations and Diplomacy,David Publishing,0.0,Other,No Url
7179,1477-044X,Biomagnetic Research and Technology,Biomed Central Ltd,0.0,Other,No Url
7180,2314-4599,International Journal of Veterinary Science and Medicine,Elsevier,0.0,Agriculture,http://www.journals.elsevier.com/international-journal-of-veterinary-science-and-medicine/
7181,1573-1561,Journal of Chemical Ecology,Springer,1.0,Other,No Url
7182,2321-2217,Journal of Pharmaceutical Technology,Chitkara University Publications,0.0,Other,No Url
7183,2330-1201,International Journal of Advanced Multidisciplinary Research and Review,Los Angeles International University,0.0,Science,http://ijamrr.com/
7184,1891-5477,Norsk Epidemiologi,Norsk Forening for Epidemiologi,0.0,Medicine,http://www.ub.ntnu.no/journals/norepid/
7186,2105-0716,EPJ Photovoltaics,EDP Sciences,0.0,Technology,http://www.epj-pv.org/
7189,1940-5626,Journal of Advanced Practice Nursing,American Society of Registered Nurses,0.0,Other,No Url
7191,2333-5084,Earth and Space Science,American Geophysical Union (AGU),0.0,Science,http://agupubs.onlinelibrary.wiley.com/agu/journal/10.1002/(ISSN)2333-5084/
7192,1756-6606,Molecular Brain,BioMed Central Ltd,0.0,Other,No Url
7195,2472-6435,Journal of Pharmacology and Pharmacovigilance,Cresco Online Publishing,0.0,Other,No Url
7196,1949-6427,Journal of Case Studies in Education,Academic and Business Research Institute,0.0,Other,No Url
7197,2984-8520,Donnish Journal of Oceanography and Marine Science (DJOMS),Donnish Journals,0.0,Other,No Url
7198,2186-0009,International Journal of Environment,Other,0.0,Other,No Url
7200,0953-4180,Behavioural Neurology,Other,0.0,Other,No Url
7201,2349-302X,International Journal of Digital Library Services,Other,0.0,Other,No Url
7205,2177-6059,Roteiro,Universidade do Oeste de Santa Catarina,0.0,General Works,http://editora.unoesc.edu.br/index.php/roteiro/index
7207,1805-8825,SociÔŅĹlnÔŅĹ Pedagogika,Tomas Bata University in ZlÔŅĹn,0.0,Education,http://soced.cz/
7208,2326-4594,Journal of Inborn Errors of Metabolism and Screening ,SAGE Publishing,0.0,Medicine,http://iem.sagepub.com
7209,2321-6824,Innovare Journal of Ayurvedic Sciences,Innovare Academic Sciencies,0.0,Other,No Url
7210,1680-6433,Iranian Journal of Reproductive Medicine,Self Owned - Non-Profit Society,0.0,Other,http://www.ssu.ac.ir/ijrm/index.php/ijrm/about/submissions#authorGuidelines
7212,2171-2181,Experiment,Other,0.0,Other,No Url
7213,2180-1258,International Journal of Applied Sciences (IJAS),Computer Science Journals,0.0,Other,No Url
7214,2191-477X,Journal of Management Control,Springer,1.0,Other,No Url
7216,0016-3287,Futures,Elsevier,1.0,Other,No Url
7217,1843-5378,Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca : Veterinary Medicine,University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca,0.0,Agriculture,http://journals.usamvcluj.ro/index.php/veterinary
7218,1439-0345,Gesunde Pflanzen,Springer,1.0,Other,No Url
7219,0976-5549,International Journal of Medical and Clinical Research,BioInfo Publications,0.0,Other,No Url
7220,2225-4110,Journal of Traditional and Complementary Medicine,Elsevier,0.0,Medicine,http://www.journals.elsevier.com/journal-of-traditional-and-complementary-medicine/
7221,1750-1326,Molecular Neurodegeneration,Biomed Central,0.0,Other,No Url
7222,1573-6687,Political Behavior,Springer,1.0,Other,No Url
7224,1934-8975,Journal of Energy and Power Engineering,David Publishing,0.0,Other,No Url
7227,2238-0019,Trends in Psychiatry and Psychotherapy,AssociaÔŅĹÔŅĹo de Psiquiatria do Rio Grande do Sul,0.0,Medicine,http://www.scielo.br/scielo.php?script=sci_serial&pid=2237-6089&lng=en&nrm=iso
7230,1929-0136,Journal of Contemporary Management,Better Advances Press,0.0,Other,No Url
7231,0196-9781,Peptides,Elsevier,1.0,Molecular and Cell Biology,No Url
7232,1639-4798,Adansonia,Publications scientifiques du MusÔŅĹum,0.0,Agriculture | Science,http://sciencepress.mnhn.fr/en/periodiques/adansonia
7234,2349-4379,Journal of Advances in Humanities,CIRWORLD,0.0,Other,No Url
7235,2035-8164,Orthopedic Reviews,PAGEPress Publications,0.0,Medicine,http://www.pagepress.org/or
7236,2322-3421,Comparative Theology,University of Isfahan,0.0,Philosophy. Psychology. Religion,http://uijs.ui.ac.ir/coth 
7237,0928-4680,Pathophysiology,Elsevier,1.0,Other,No Url
7239,2349-6126,Indian Journal of Child Health (IJCH),Atharva Scientific Publications,0.0,Other,No Url
7241,2314-6028,Journal of Histology,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/jh/
7242,1435-0157,Hydrogeology Journal,Springer,1.0,Other,No Url
7243,2333-5939,Journal of Social Welfare and Human Rights,American Research Institute for Policy Development,0.0,Other,No Url
7244,1869-1447,Clinical Neuroradiology,Springer,1.0,Other,No Url
7247,2281-3361,International Journal of Pediatrics,Other,0.0,Other,No Url
7250,2448-718X,El Trimestre EconÔŅĹmico,Fondo de Cultura EconÔŅĹmica,0.0,Social Sciences,http://www.eltrimestreeconomico.com.mx/index.php/te/index
7252,2308-5460,International Journal of English Language & Translation Studies,Other,0.0,Other,No Url
7254,0719-2789,Cultura-Hombre-Sociedad,Universidad CatÔŅĹlica de Temuco,0.0,Geography. Anthropology. Recreation,http://cuhso.cl
7258,1226-8453,Journal of Ginseng Research,Other,0.0,Other,No Url
7260,1432-0991,Current Microbiology,Springer,1.0,Other,No Url
7261,2183-2439,Media and Communication,Cogitatio,0.0,Language and Literature,http://www.cogitatiopress.com/mediaandcommunication
7263,2423-4818,Caspian Journal of Neurological Sciences,Guilan University of Medical Sciences,0.0,Medicine,http://cjns.gums.ac.ir/
7265,1687-949X,Journal of Marine Biology,Hindawi Publishing Corporation,0.0,Geography. Anthropology. Recreation,https://www.hindawi.com/journals/jmb/
7266,1871-515X,Utrecht Law Review,Utrecht University Library Open Access Journals (Publishing Services),0.0,Law,https://www.utrechtlawreview.org
7268,2230-9349,Journal of Pattern Intelligence,BioInfo Publications,0.0,Other,No Url
7272,1365-182X,Hpb,Elsevier,0.0,Other,No Url
7273,2047-9158,Translational Neurodegeneration,BioMed Central,0.0,Medicine,http://www.translationalneurodegeneration.com/
7274,2472-6362,Journal of Food Technology and Nutrition Sciences,Cresco Online Publishing,0.0,Other,No Url
7275,2237-261X,"Brazilian Journal of Forensic Sciences, Medical Law and Bioethics",Instituto Paulista de Estudos BioÔŅĹticos e JurÔŅĹdicos,0.0,Law | Medicine,http://www.ipebj.com.br/forensicjournal
7276,1896-1905,Experiment,Other,0.0,Other,No Url
7277,2195-5832,Journal of Statistical Distributions and Applications,Springer,0.0,Science,http://www.jsdajournal.com
7278,2326-3059,Energy and Environment Focus,American Scientific Publishers,0.0,Other,No Url
7279,2397-5563,The Journal of Portuguese Linguistics,Ubiquity Press,0.0,Languages & Linguistics,https://jpl.letras.ulisboa.pt/
7280,3925-3939,International Journal of Pediatrics,Other,0.0,Other,No Url
7282,1687-966X,Stem Cells International,Other,0.0,Other,No Url
7283,2255-3401,Commons: Revista De ComunicaciÔŅĹn Y CiudadanÔŅĹa Digital,Universidad de CÔŅĹdiz,0.0,Language and Literature,http://reuredc.uca.es/index.php/cayp/index
7285,2196-0739,Large-Scale Assessments in Education,Springer,0.0,Other,No Url
7287,1893-1049,Professions and Professionalism,Oslo and Akershus University College of Applied Sciences,0.0,Social Sciences,http://www.professionsandprofessionalism.com
7288,2355-2131,Journal of Urban Society's Arts,Gedung Rektorat ISI Yogyakarta,0.0,Fine Arts,http://journal.isi.ac.id/index.php/JOUSA
7290,2230-7583,International Journal of Advances in Pharmaceutical Research,Other,0.0,Other,No Url
7292,0976-8106,Journal of Electronic and Electrical Engineering,BioInfo Publications,0.0,Other,No Url
7293,2217-9860,Journal of Graphic Engineering and Design,University of Novi Sad,0.0,Technology,http://www.grid.uns.ac.rs/jged/
7296,1998-3905,Journal of the Indian Society of Pedodontics and Preventive Dentistry,Medknow Publications ,0.0,Medicine,http://www.jisppd.com/
7297,1687-8485,International Journal of Zoology,Hindawi Publishing Corporation,0.0,Science,https://www.hindawi.com/journals/ijz/
7300,1659-2913,Revista Costarricense De PsicologÔŅĹA,Colegio Profesional de PsicÔŅĹlogos de Costa Rica,0.0,Philosophy. Psychology. Religion,http://www.rcps-cr.org
7301,1806-6925,Verso E Reverso,Universidade do Vale do Rio dos Sinos,0.0,Language and Literature,http://revistas.unisinos.br/index.php/versoereverso/index
7304,1577-5097,ELCVIA Electronic Letters on Computer Vision and Image Analysis,Computer Vision Center Press,0.0,Technology,http://revistes.uab.cat/elcvia
